Id,loan_date,loan_duration,loan_payments,Predicted,account_district_code,account_frequency,account_date,account_district_name,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_district_code,owner_card_type,owner_card_issued,owner_district_name,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,disponent_district_code,disponent_district_name,disponent_district_region,disponent_district_no_inhabitants,disponent_district_no_municipalities_0_499,disponent_district_no_municipalities_500_1999,disponent_district_no_municipalities_2000_9999,disponent_district_no_municipalities_10000_plus,disponent_district_no_cities,disponent_district_ratio_urban_inhabitants,disponent_district_average_salary,disponent_district_unemployment_rate_95,disponent_district_unemployment_rate_96,disponent_district_no_enterpreneurs_per_1000_inhabitants,disponent_district_no_crimes_95,disponent_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
5992,970318,12,6340,1,5,monthly issuance,960312,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,junior,961028.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,,,,,,,,,,,,,,,,,25,56,2,39,1,12,16,11,8,7,0,0,0,70923.6,50621.10493827161,11450.617283950618,19968.472,7648.003571428571,875.6,0,790406,,
5790,970320,48,1756,1,57,monthly issuance,961119,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,no card,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,,,,,,,,,,,,,,,,,9,3,6,3,0,0,0,3,0,0,0,0,0,37381.6,29824.124999999996,6498.458333333333,6409.055555555556,6766.666666666667,3115.125,0,771101,,
6753,970320,12,5665,1,66,monthly issuance,961122,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,no card,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,,,,,,,,,,,,,,,,,11,3,5,3,0,0,0,6,0,0,0,0,0,55705.9,34806.92142857143,7479.0,7291.454545454545,8166.666666666667,3979.0,0,460331,,
6562,970321,24,3937,1,1,monthly issuance,960721,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,26,40,18,28,0,0,12,8,6,6,0,0,0,70683.9,60311.76666666666,11653.442424242423,16150.215384615383,8730.539999999999,1070.969696969697,1,580821,,
7046,970328,12,7636,1,17,monthly issuance,960328,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17,no card,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17.0,Pelhrimov,south Bohemia,74062.0,99.0,15.0,4.0,2.0,7.0,61.4,8114.0,2.38,2.62,119.0,1003,1181.0,34,36,23,21,0,0,15,11,7,7,0,0,0,14930.1,17625.444285714293,3045.662857142857,3354.7999999999997,2753.7000000000003,213.28571428571428,1,430705,0.0,351013.0
5868,970329,12,7513,1,69,monthly issuance,960311,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,69,no card,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,69.0,Jesenik,north Moravia,42821.0,4.0,13.0,5.0,1.0,3.0,48.4,8173.0,?,7.01,124.0,?,1358.0,26,39,1,39,0,13,0,12,0,8,0,0,0,78119.7,77525.11692307693,18359.004615384616,24451.05769230769,14297.6358974359,1201.8415384615382,0,461007,1.0,480916.0
5784,970329,36,2350,1,54,monthly issuance,960922,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,14,18,9,18,0,0,0,5,0,3,0,0,0,16915.7,41766.693750000006,10482.165624999998,12583.749999999998,8847.6,528.6156249999999,1,380816,,
5878,970401,12,6170,1,73,monthly issuance,950705,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,no card,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,,,,,,,,,,,,,,,,,44,146,23,78,0,0,68,21,17,17,0,0,0,35324.8,44234.82947368421,5633.203684210526,12563.852272727272,3544.5150684931505,185.84368421052625,0,560313,,
5110,970401,60,1704,1,58,monthly issuance,950803,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58,no card,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58.0,Jihlava,south Moravia,109164.0,98.0,16.0,6.0,1.0,4.0,63.6,8757.0,3.38,3.95,96.0,2212,2471.0,53,73,33,58,0,0,15,20,15,16,0,0,0,34783.0,29946.995238095245,3746.1555555555556,4780.9811320754725,2994.8438356164384,275.93968253968274,0,450924,1.0,400528.0
5210,970401,36,4115,1,13,weekly issuance,950726,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,13,no card,,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,,,,,,,,,,,,,,,,,42,76,2,76,0,20,0,20,0,16,0,0,0,26222.2,40688.34830508475,8874.036440677966,12778.07857142857,6716.539473684211,222.22288135593212,0,620306,,
7230,970402,60,312,1,25,monthly issuance,960729,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,25,no card,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,25.0,Klatovy,west Bohemia,88757.0,60.0,33.0,3.0,2.0,10.0,61.7,8554.0,2.47,2.68,113.0,1822,2218.0,18,24,10,24,0,0,0,8,0,4,0,0,0,44308.1,40748.34523809524,4589.166666666667,6584.81111111111,3092.433333333333,1054.957142857143,1,601031,0.0,551208.0
5005,970410,12,2288,1,71,weekly issuance,960812,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,71,no card,,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,,,,,,,,,,,,,,,,,27,48,19,33,0,0,15,8,5,6,0,0,0,36280.9,48780.096,11800.306666666667,17061.185185185186,8841.0625,483.74666666666667,1,670924,,
6871,970413,48,3422,1,11,monthly issuance,960101,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11.0,Praha - zapad,central Bohemia,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,154.0,3475,3529.0,47,51,18,51,0,0,0,29,0,10,0,0,0,23421.1,42341.63775510205,8080.23775510204,8673.240425531914,7533.745098039216,238.99285714285725,1,720820,0.0,720419.0
5363,970422,60,4898,1,64,weekly issuance,951108,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,39,51,25,51,0,0,0,14,0,11,0,1,0,-204.8,53227.14444444444,11288.745555555557,13022.848717948717,9962.666666666666,-2.276666666666683,0,750128,,
7253,970426,12,8192,1,16,monthly issuance,951110,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,no card,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,,,,,,,,,,,,,,,,,41,72,6,72,0,18,0,17,0,13,0,0,0,108445.5,66405.07079646018,16857.623008849558,23771.429268292683,12920.594444444445,392.44070796460164,1,700726,,
6055,970428,60,6652,1,75,monthly issuance,960203,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,75,no card,,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,,,,,,,,,,,,,,,,,28,32,17,32,0,0,0,11,0,6,0,0,0,18581.6,42435.31166666667,8508.545,9448.110714285716,7686.425,309.691666666667,0,420820,,
5072,970428,24,8200,1,8,monthly issuance,961011,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,8,no card,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,,,,,,,,,,,,,,,,,12,11,1,11,0,6,0,5,0,1,0,0,0,38166.1,58669.5043478261,26260.66956521739,26756.733333333334,25719.50909090909,1659.3999999999992,0,600719,,
6913,970429,24,4164,1,1,monthly issuance,950917,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,65,87,30,58,0,0,29,35,14,14,0,0,0,91178.5,55851.80263157895,7603.79802631579,9591.967692307693,6118.383908045976,599.8585526315793,0,660122,,
6386,970430,36,3454,1,43,monthly issuance,950819,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,no card,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,,,,,,,,,,,,,,,,,46,102,26,51,0,0,51,20,17,17,0,0,0,66449.9,25654.37837837838,6250.356756756756,10777.208695652174,4208.835294117647,448.98918918918935,0,790608,,
5634,970501,12,3252,1,64,monthly issuance,951118,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,47,89,30,59,0,0,30,17,15,15,0,0,0,35422.1,60289.9544117647,10322.529411764706,15311.553191489362,7687.876404494382,260.45588235294116,1,361223,,
5758,970502,60,5120,1,53,monthly issuance,960423,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,no card,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,,,,,,,,,,,,,,,,,28,40,16,40,0,0,0,12,0,8,0,0,0,10058.2,44484.07500000001,12548.313235294117,15416.589285714286,10540.52,147.7014705882352,1,620226,,
6819,970503,24,2088,1,47,monthly issuance,970115,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,no card,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,,,,,,,,,,,,,,,,,14,2,7,2,0,0,0,7,0,0,0,0,0,68352.1,46214.125,10238.55625,8301.207142857142,23800.0,4288.55625,1,480129,,
7088,970503,60,3986,1,27,monthly issuance,960221,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,27,no card,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,,,,,,,,,,,,,,,,,30,76,2,38,0,14,38,14,9,10,0,0,0,28625.4,37233.14339622641,6547.782075471698,12044.596666666668,4377.986842105263,269.91415094339624,1,470130,,
5039,970503,24,2785,1,15,issuance after transaction,960126,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,no card,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15.0,Cesky Krumlov,south Bohemia,58796.0,22.0,16.0,7.0,1.0,5.0,51.9,9045.0,3.13,3.6,124.0,1845,1879.0,34,60,4,49,0,15,11,15,11,11,0,0,0,22774.3,38819.320212765946,12542.66489361702,17671.83823529412,9636.133333333333,241.21808510638297,0,390517,1.0,351008.0
5532,970504,48,6985,1,57,weekly issuance,960126,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,no card,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,,,,,,,,,,,,,,,,,31,66,1,46,0,15,20,15,10,11,0,0,0,29850.9,43629.43608247423,13584.956701030927,21735.348387096776,9756.742424242424,307.7402061855672,0,521226,,
6037,970504,48,1109,1,72,monthly issuance,950805,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,50,100,29,67,0,0,33,21,17,17,0,0,0,35627.1,30896.00266666667,2734.4739999999997,4457.838,1872.7920000000001,237.4180000000001,1,640517,,
6322,970506,24,3208,1,74,monthly issuance,961218,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,,,,,,,,,,,,,,,,,18,17,13,17,0,0,0,5,0,4,0,0,0,52478.9,61992.3,14823.305714285712,15869.294444444444,13715.78823529412,1499.3971428571429,1,651017,,
6887,970508,12,3298,1,68,monthly issuance,960604,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68.0,Frydek - Mistek,north Moravia,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,96.0,5623,5887.0,35,40,2,28,0,11,12,22,6,7,0,0,0,29658.4,30719.746666666666,6148.310666666666,6910.888571428572,5481.055,301.8519999999999,0,640729,1.0,701115.0
6660,970509,36,6123,1,67,monthly issuance,961124,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,67,no card,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,,,,,,,,,,,,,,,,,11,9,1,8,0,5,1,5,1,1,0,0,0,48488.5,60165.795,23042.385,23151.645454545458,22908.844444444447,2424.425,1,620607,,
5451,970511,48,3328,1,18,monthly issuance,960804,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,18,no card,,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,,,,,,,,,,,,,,,,,15,13,10,10,0,0,3,5,2,2,0,0,0,53598.4,56388.810714285704,14081.532142857142,14929.380000000001,13103.246153846154,1914.2321428571424,0,730410,,
6014,970518,36,4588,1,1,monthly issuance,960212,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,30,67,1,45,0,15,22,14,11,10,0,0,0,25659.5,35478.66185567011,8861.790721649484,14754.223333333332,6223.388059701492,264.5329896907217,0,580703,1.0,630410.0
5556,970519,60,4472,1,1,monthly issuance,960904,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,21,31,13,21,0,0,10,8,5,4,0,0,0,12652.9,24411.29423076923,4646.15,6053.638095238096,3692.690322580645,243.3269230769232,0,520929,,
6346,970522,60,1671,1,1,monthly issuance,950708,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,33,29,17,29,0,0,0,16,0,4,0,0,0,77813.6,40047.083870967756,9885.91451612903,10465.766666666665,9226.08275862069,1255.062903225806,1,670719,,
5850,970522,36,4561,1,64,issuance after transaction,960204,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,28,21,21,18,0,0,3,7,3,2,0,0,0,82971.3,49558.68571428572,12583.212244897959,12491.942857142856,12704.904761904761,1693.2938775510204,0,560923,,
5940,970528,24,4456,1,63,monthly issuance,970103,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,63,no card,,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,,,,,,,,,,,,,,,,,10,8,1,6,0,5,2,4,1,0,0,0,0,54045.6,57324.072222222225,14678.866666666665,15913.26,13135.875,3002.5333333333338,0,530322,,
7119,970602,12,7240,1,21,monthly issuance,960621,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,classic,970508.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,,,,,,,,,,,,,,,,,23,35,1,35,0,11,0,11,0,7,0,0,0,34589.9,56531.81724137931,16724.925862068965,21839.58695652174,13363.862857142856,596.1258620689651,0,400525,,
5253,970603,48,2085,1,65,monthly issuance,970220,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,no card,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,,,,,,,,,,,,,,,,,8,2,2,2,0,3,0,3,0,0,0,0,0,29942.7,22604.34,5374.2699999999995,5230.3375,5950.0,2994.2699999999995,0,650818,,
6851,970603,60,4537,1,26,monthly issuance,960718,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,no card,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,,,,,,,,,,,,,,,,,31,32,12,20,0,0,12,19,6,6,0,2,0,1594.9,36907.373015873,7270.019047619046,7412.767741935484,7131.731250000001,25.085714285714488,0,460923,,
6695,970604,60,5161,1,51,monthly issuance,970119,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51,no card,,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51.0,Trutnov,east Bohemia,121947.0,37.0,28.0,7.0,3.0,11.0,70.5,8541.0,2.51,2.97,131.0,3496,3839.0,13,4,1,4,0,4,0,8,0,0,0,0,0,44808.4,40151.711764705884,12153.429411764708,9669.869230769233,20225.0,2635.7823529411767,0,580927,1.0,561011.0
6908,970608,24,7859,1,59,monthly issuance,951103,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,no card,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59.0,Kromeriz,south Moravia,108871.0,41.0,29.0,7.0,2.0,6.0,62.1,8444.0,3.24,3.47,106.0,2595,2305.0,40,23,18,20,0,0,3,22,3,3,0,0,0,56930.2,45805.50000000001,7799.711111111111,6857.425,9438.469565217392,908.1301587301585,1,381109,0.0,400521.0
7255,970609,60,3555,1,28,monthly issuance,961210,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,28,no card,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,,,,,,,,,,,,,,,,,13,9,8,8,0,0,1,5,1,1,0,0,0,37716.7,37524.88636363636,12757.631818181819,12245.561538461538,13497.28888888889,1714.3954545454544,0,550609,,
5674,970610,48,4318,1,42,issuance after transaction,960902,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,no card,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42.0,Havlickuv Brod,east Bohemia,95907.0,87.0,25.0,5.0,2.0,7.0,59.1,8388.0,2.41,2.94,87.0,1658,1668.0,26,32,19,32,0,0,0,7,0,5,0,0,0,46181.9,61345.1,14578.791379310345,17149.073076923076,12490.4375,796.2396551724142,1,621015,0.0,650322.0
6278,970610,24,3640,1,5,monthly issuance,961101,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,no card,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,,,,,,,,,,,,,,,,,27,42,21,36,0,0,6,6,6,6,0,0,0,58492.3,69963.484057971,16362.865217391307,21991.300000000003,12744.585714285717,847.7173913043479,1,370315,,
5486,970613,48,9721,1,6,monthly issuance,951116,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,no card,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,,,,,,,,,,,,,,,,,42,60,24,60,0,0,0,18,0,14,0,0,0,60775.8,36161.02156862744,6543.769607843137,8669.526190476192,5055.74,595.8401960784315,0,460305,,
5174,970613,48,8023,1,54,monthly issuance,960114,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,34,68,1,55,0,17,13,16,13,12,0,0,0,61999.6,47433.420588235276,17023.971568627454,26296.820588235296,12387.547058823531,507.24215686274437,0,561218,,
6621,970614,12,3575,1,51,monthly issuance,950907,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51,no card,,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51.0,Trutnov,east Bohemia,121947.0,37.0,28.0,7.0,3.0,11.0,70.5,8541.0,2.51,2.97,131.0,3496,3839.0,65,110,44,74,0,0,36,21,18,18,0,0,0,97149.3,50590.532,11403.547428571428,16098.23076923077,8629.416363636363,555.1382857142854,1,640921,0.0,600317.0
6313,970615,36,4192,1,50,monthly issuance,960717,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,no card,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50.0,Svitavy,east Bohemia,102609.0,75.0,33.0,2.0,3.0,6.0,52.0,8187.0,4.83,5.45,94.0,2123,2134.0,30,37,20,37,0,0,0,10,0,9,0,0,0,43737.3,52250.26119402984,10160.658208955223,12075.023333333333,8608.470270270267,652.7955223880597,0,750927,1.0,700730.0
6435,970616,48,6015,1,51,monthly issuance,961226,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51,no card,,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,,,,,,,,,,,,,,,,,12,9,1,9,0,6,0,5,0,1,0,0,0,102188.4,54677.280952380956,17591.314285714285,19650.250000000004,14846.066666666668,4866.114285714287,1,430419,,
6970,970617,60,527,1,8,monthly issuance,961013,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,8,no card,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,,,,,,,,,,,,,,,,,17,20,10,16,0,0,4,7,4,3,0,0,0,25880.0,27522.883783783782,6230.262162162163,7541.1705882352935,5115.99,699.4621621621621,1,391024,,
6310,970617,12,2881,1,1,monthly issuance,961101,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,21,19,15,19,0,0,0,6,0,4,0,0,0,83661.6,60619.159999999996,13359.8125,14715.576190476193,11861.336842105264,2091.5425000000005,0,761230,,
5932,970618,12,2779,1,9,monthly issuance,960615,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,9,no card,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,,,,,,,,,,,,,,,,,26,37,15,37,0,0,0,11,0,10,0,0,0,17171.7,45807.114285714284,11718.187301587302,14527.26153846154,9744.243243243243,272.56825396825445,0,700912,,
6877,970619,60,4754,1,74,monthly issuance,960925,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74.0,Ostrava - mesto,north Moravia,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,100.0,18782,18347.0,26,28,1,24,0,9,4,16,4,4,0,0,0,59862.7,49699.66481481483,9580.14074074074,11099.815384615385,8169.0142857142855,1108.5703703703698,1,520528,0.0,510406.0
6763,970619,48,1839,1,1,monthly issuance,960516,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,40,37,3,28,0,13,9,24,9,8,0,0,0,7083.3,17535.779220779223,4253.805194805195,4182.83,4330.5351351351355,91.99220779220776,0,790513,,
7085,970619,48,6363,1,70,monthly issuance,960708,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,30,53,19,35,0,0,18,11,9,9,0,0,0,9680.4,46147.521686746986,9989.96626506024,13980.793333333333,7731.007547169812,116.63132530120492,0,631013,,
